,dob,company_id,last_active,score,member_since,state,first_name,last_name,col_year
1647,1990/05/16,4,02/07/2018,97,1983,Missouri,Harold,Jackson,1990
1648,1987/06/13,7,10/09/2018,76,1972,Oklahoma,Ariel,Dunn,1987
1654,1994/06/15,8,02/03/2018,32,1978,Arizona,Jessica,Jimenez,1994
1655,1996/06/12,2,06/01/2018,82,1975,Oklahoma,Belinda,Rogers,1996
1658,1979/05/14,14,02/05/2018,70,1974,New York,Hunter,Walker,1979
1666,1984/04/03,9,04/23/2018,79,1982,Connecticut,David,Williams,1984
1678,1984/02/01,12,01/18/2018,34,1972,South Carolina,Joseph,Chavez,1984
1680,1997/03/20,7,02/02/2018,91,1992,South Carolina,Lucas,Bailey,1997
1693,1982/04/24,9,10/07/2018,92,1974,Maryland,Debra,Sullivan,1982
1695,1991/06/22,15,05/02/2018,35,1979,New York,Robin,Smith,1991
1696,1984/10/13,11,02/23/2018,96,1983,Alabama,Brandon,Lee,1984
1709,1998/06/10,11,08/25/2018,91,1994,Missouri,Austin,Griffin,1998
1716,1997/02/14,2,09/04/2018,53,1982,Idaho,Dawn,Johnson,1997
1723,1983/09/10,17,03/08/2018,61,1973,New Hampshire,Justin,Conway,1983
1726,1995/07/30,16,12/20/2018,84,1991,Illinois,Robert,Carey,1995
1736,1991/04/07,1,01/05/2019,92,1972,West Virginia,Brandon,Wagner,1991
1744,1992/08/06,1,11/27/2018,31,1991,Alabama,Shane,Livingston,1992
1759,1979/03/23,1,12/29/2018,97,1977,Montana,Michael,Russell,1979
1761,1985/09/23,5,05/07/2018,92,1972,Oklahoma,Travis,Gomez,1985
1762,1986/02/22,16,05/05/2018,48,1985,Ohio,Linda,Taylor,1986
1765,1992/03/10,11,12/12/2018,41,1975,Louisiana,Whitney,Marshall,1992
1768,1995/01/26,16,06/04/2018,32,1979,Kansas,Elizabeth,Fisher,1995
1769,1989/10/24,8,09/12/2018,89,1988,Georgia,Shane,Washington,1989
1770,1986/01/11,4,05/20/2018,37,1980,Nevada,Roy,Davis,1986
1772,1997/03/17,3,06/22/2018,36,1972,Hawaii,Benjamin,Sullivan,1997
1773,1995/09/25,0,02/23/2018,59,1984,California,Richard,Cox,1995
1776,1995/09/05,14,11/10/2018,78,1979,Massachusetts,Vanessa,Hill,1995
1784,1996/08/30,2,01/04/2019,70,1989,Virginia,Sarah,Case,1996
1788,1997/12/22,12,12/17/2018,34,1988,Michigan,Sarah,Moody,1997
1791,1997/11/12,16,05/27/2018,91,1978,Ohio,Kathleen,Larson,1997
1793,1997/01/06,0,11/17/2018,46,1983,Washington,Amy,Russell,1997
1798,1992/07/28,0,04/13/2018,39,1985,Nebraska,Laura,Allison,1992
1807,1996/05/18,1,06/27/2018,94,1983,Nevada,Jessica,Jefferson,1996
1811,1990/11/19,15,04/11/2018,36,1974,Delaware,Linda,Erickson,1990
1829,1995/06/07,9,01/14/2018,46,1990,Washington,Jennifer,Holmes,1995
1834,1978/04/06,18,04/10/2018,71,1973,Wisconsin,Carla,Mosley,1978
1841,1984/07/21,16,10/05/2018,33,1974,California,Michael,Flores,1984
1845,1998/01/02,6,05/16/2018,39,1994,Florida,Frank,Larsen,1998
1850,1982/05/26,12,10/22/2018,71,1974,Rhode Island,Dr.,James Smith,1982
1853,1996/10/09,17,05/31/2018,95,1981,Alabama,Rebecca,Larson,1996
1861,1982/07/07,7,04/07/2018,96,1970,Delaware,Melissa,Hodge,1982
1868,1998/01/17,3,11/30/2018,76,1989,Arizona,Sara,Johnson,1998
1872,1996/06/25,12,08/13/2018,67,1974,Washington,Timothy,Reed,1996
1873,1995/10/28,0,04/14/2018,42,1994,Kansas,Deborah,Campbell,1995
1880,1987/01/19,3,11/01/2018,30,1981,Minnesota,Raymond,Lewis,1987
1881,1988/02/14,4,04/30/2018,33,1976,Illinois,Heather,Holder,1988
1888,1996/06/29,10,01/06/2019,70,1980,New Hampshire,Karen,Barrett,1996
1901,1996/05/14,19,03/15/2018,31,1991,Arkansas,Susan,Dickerson,1996
1909,1994/01/06,6,05/14/2018,30,1993,Alaska,Julian,Jackson,1994
1910,1986/10/18,6,08/02/2018,47,1973,Indiana,Anthony,Blackburn,1986
1932,1976/03/23,2,11/28/2018,71,1972,Connecticut,Jimmy,Harris,1976
1934,1997/04/05,9,02/14/2018,41,1972,Iowa,Melinda,Obrien,1997
1945,1997/08/31,17,11/07/2018,42,1992,South Dakota,Victoria,Rojas,1997
1953,1977/09/27,6,01/19/2018,39,1972,Wyoming,Andrew,Oneal,1977
1958,1988/09/05,14,09/17/2018,67,1977,New Mexico,Matthew,Oconnor,1988
1961,1997/07/04,20,10/04/2018,54,1976,Alaska,Peter,Moreno,1997
1968,1995/06/20,15,04/19/2018,50,1987,Connecticut,Timothy,Greene,1995
1969,1979/12/19,20,06/11/2018,56,1971,Arkansas,Barbara,Snyder,1979
1974,1988/05/07,12,07/18/2018,93,1982,North Dakota,Vernon,Patel,1988
1978,1982/05/02,16,06/30/2018,93,1973,Utah,Terry,Williams,1982
1981,1985/04/16,4,07/21/2018,77,1983,Arizona,Joseph,Lopez,1985
1990,1990/11/09,9,07/30/2018,65,1989,Ohio,Timothy,Cruz,1990
1991,1996/07/25,19,05/28/2018,46,1976,New Hampshire,Sarah,Davis,1996
1994,1991/01/06,7,01/08/2019,31,1976,Texas,Rebecca,Brown,1991
2013,1996/11/29,3,01/12/2018,88,1991,Vermont,Dalton,Jones,1996
2014,1990/05/31,8,05/20/2018,96,1982,Virginia,Matthew,Atkinson,1990
2019,1993/06/06,14,04/12/2018,33,1987,Kentucky,Jennifer,Peterson,1993
2032,1996/11/22,13,05/27/2018,74,1973,Alabama,Mark,Hoffman,1996
2033,1979/07/13,3,02/20/2018,31,1975,Alabama,Heather,Rogers,1979
2037,1995/03/01,13,10/14/2018,66,1983,Louisiana,Danielle,Rodriguez,1995
2043,1984/10/11,18,09/07/2018,98,1982,Mississippi,Kim,Barnett,1984
2048,1994/07/24,8,12/01/2018,98,1991,Pennsylvania,Mary,Foster,1994
2055,1989/02/08,6,11/01/2018,77,1982,Oklahoma,Keith,Rodriguez,1989
2058,1990/01/19,12,10/03/2018,53,1973,New York,Amy,Thomas,1990
2061,1997/04/22,15,06/01/2018,42,1971,North Carolina,Joshua,Reilly,1997
2062,1982/03/15,0,11/13/2018,87,1972,Iowa,William,Henderson,1982
2063,1995/02/15,1,09/11/2018,67,1994,Montana,Suzanne,Gonzalez,1995
2066,1988/07/18,16,06/27/2018,34,1973,Georgia,Gregory,Hall,1988
2077,1974/02/10,2,10/16/2018,43,1973,Kentucky,Anna,Rodriguez,1974
2087,1998/07/15,13,06/13/2018,75,1974,Oregon,Steven,Carey,1998
2090,1990/01/06,8,05/09/2018,94,1972,Colorado,Carol,Gonzales,1990
2097,1998/01/29,12,04/15/2018,39,1980,Virginia,Timothy,Gillespie,1998
2102,1996/09/07,14,06/20/2018,76,1970,Montana,Theresa,Stewart,1996
2112,1990/11/27,20,09/21/2018,88,1981,Colorado,John,Lara,1990
2113,1978/03/31,14,11/16/2018,87,1973,Nevada,Austin,Jackson,1978
2115,1997/10/08,8,03/11/2018,78,1982,Connecticut,Leslie,Miller,1997
2122,1988/05/20,6,10/23/2018,31,1983,Pennsylvania,Phyllis,Roberts,1988
2123,1984/11/14,0,08/14/2018,90,1976,North Carolina,Philip,Pearson,1984
2125,1985/03/24,14,03/26/2018,64,1981,Oklahoma,Jason,Palmer,1985
2127,1989/05/23,1,06/23/2018,34,1978,South Dakota,Jeff,Montgomery,1989
2128,1994/02/23,20,09/06/2018,82,1991,New York,Nathan,Andrews,1994
2132,1989/09/25,8,10/20/2018,44,1975,Ohio,Jeffery,Sanders,1989
2134,1991/02/12,0,12/08/2018,44,1981,Nebraska,Cory,Huff,1991
2136,1993/03/16,15,12/30/2018,74,1982,Indiana,Laura,Baldwin,1993
2145,1980/01/26,10,03/30/2018,89,1973,Texas,Jason,Gallagher,1980
2159,1982/08/13,8,09/07/2018,87,1973,Nebraska,Diana,Ward,1982
2164,1976/01/05,17,07/07/2018,93,1975,Louisiana,Elizabeth,Lang,1976
2168,1976/08/27,1,01/18/2018,55,1973,Indiana,Tiffany,Robinson,1976
2169,1989/12/12,17,08/08/2018,45,1982,Virginia,Clayton,Charles,1989
2174,1988/09/01,12,12/12/2018,92,1973,Nevada,Kevin,Ramirez,1988
2179,1985/10/28,6,10/14/2018,97,1972,Illinois,Jennifer,Sheppard,1985
2185,1979/05/22,14,05/29/2018,45,1970,Wisconsin,Jorge,Sullivan,1979
2190,1996/06/13,8,12/18/2018,79,1970,Pennsylvania,Sharon,Leon,1996
2194,1988/04/17,2,01/30/2018,39,1978,West Virginia,Rhonda,Adams,1988
2195,1984/12/04,18,08/10/2018,71,1974,Minnesota,Dawn,Mercado,1984
2202,1997/01/01,11,07/23/2018,56,1985,South Carolina,Jason,Carroll,1997
2203,1991/02/21,16,07/20/2018,70,1972,Pennsylvania,Jenna,Nichols,1991
2209,1991/04/06,19,09/23/2018,74,1982,Georgia,Jim,Diaz,1991
2215,1986/12/28,6,12/26/2018,47,1983,Mississippi,Curtis,Lucas,1986
2216,1998/11/23,4,07/10/2018,48,1997,New Mexico,Kenneth,Duncan,1998
2219,1989/08/31,9,10/24/2018,47,1981,Delaware,Bonnie,Phillips,1989
2228,1977/08/04,1,09/21/2018,78,1970,North Dakota,Eric,Richards,1977
2230,1996/09/02,0,11/28/2018,56,1995,Montana,Taylor,Wallace,1996
2243,1989/06/04,12,07/26/2018,69,1974,New Hampshire,Lawrence,Martin,1989
2246,1995/08/30,0,05/08/2018,63,1990,Maryland,Angela,Kelley,1995
2250,1996/11/05,19,12/29/2018,64,1983,New Jersey,Sue,Yoder,1996
2265,1984/03/23,2,01/24/2018,36,1982,Wyoming,Katherine,Townsend,1984
2271,1977/06/24,0,05/26/2018,93,1971,Colorado,Douglas,Mclaughlin,1977
2279,1994/05/07,7,10/13/2018,31,1980,Wisconsin,Carla,Browning,1994
2282,1984/01/08,15,10/13/2018,55,1973,Washington,Teresa,Ramirez,1984
2283,1994/04/15,1,12/18/2018,91,1973,North Carolina,Chloe,Ramirez,1994
2290,1980/12/15,3,09/01/2018,46,1979,North Dakota,James,Trevino,1980
2292,1995/02/28,17,08/17/2018,65,1976,Alaska,Daniel,Farmer,1995
2300,1994/06/30,5,10/09/2018,79,1992,Pennsylvania,Samantha,Miles,1994
2304,1997/05/27,11,09/13/2018,39,1983,Illinois,Natasha,Smith,1997
2306,1982/12/31,4,05/29/2018,75,1981,Hawaii,Michelle,Gomez,1982
2314,1992/03/03,8,03/03/2018,38,1971,New Mexico,Lisa,Randall,1992
2316,1998/07/23,1,05/02/2018,71,1985,Ohio,Kimberly,Navarro,1998
2321,1998/07/03,18,11/28/2018,59,1992,New Hampshire,Lindsay,Byrd,1998
2322,1981/02/19,18,03/31/2018,63,1979,Missouri,April,Mullen,1981
2323,1988/09/16,2,01/28/2018,97,1975,New Jersey,Frank,Harris,1988
2324,1979/04/10,9,05/25/2018,47,1977,Florida,Tyrone,Gray,1979
2329,1987/11/26,0,09/24/2018,39,1985,North Carolina,Taylor,Mullins,1987
2332,1983/08/23,11,02/01/2018,74,1979,Missouri,Kimberly,Adkins,1983
2334,1991/11/04,7,06/18/2018,31,1977,Colorado,Julie,Day,1991
2355,1987/11/25,0,10/13/2018,47,1978,Minnesota,Jessica,Bell MD,1987
2360,1990/12/15,0,03/22/2018,66,1978,Vermont,Brandon,Ross,1990
2376,1993/07/25,19,07/21/2018,82,1983,Montana,Deborah,Stein,1993
2381,1978/10/12,13,02/24/2018,72,1975,Mississippi,Jason,Smith,1978
2385,1996/09/24,1,05/17/2018,64,1989,Alaska,Donna,Miller,1996
2390,1982/01/07,10,07/09/2018,78,1978,Washington,Mrs.,Nicole White,1982
2395,1973/07/09,18,07/25/2018,48,1971,Nevada,Karen,Grant,1973
2400,1977/07/02,10,11/13/2018,96,1972,Virginia,Michael,Wilson,1977
2402,1975/01/04,10,09/14/2018,51,1974,Oregon,Jordan,Perry,1975
2407,1995/01/12,2,11/25/2018,81,1985,Hawaii,Matthew,Jones,1995
2408,1988/04/18,11,11/23/2018,31,1982,Wisconsin,Lisa,Michael,1988
2411,1993/07/02,16,08/03/2018,44,1992,North Carolina,Crystal,Moore,1993
2413,1994/10/04,2,08/29/2018,56,1988,Hawaii,Kimberly,Wiley,1994
2422,1991/01/11,15,06/15/2018,31,1989,Nevada,Melanie,Landry,1991
2423,1991/11/07,6,10/27/2018,32,1970,Kansas,Alexander,Webb,1991
2428,1991/11/20,9,08/14/2018,42,1976,Connecticut,Nathan,Sandoval,1991
2430,1979/11/21,6,10/07/2018,56,1970,New York,Emily,Alvarado,1979
2462,1990/03/22,13,10/12/2018,60,1981,Arizona,Cynthia,Johnson,1990
2463,1993/09/25,20,07/23/2018,87,1982,Minnesota,Bryan,Walker,1993
2464,1994/07/08,5,05/09/2018,46,1974,Utah,Allen,Bell,1994
2467,1997/01/11,0,11/20/2018,66,1973,New Hampshire,Cathy,Wallace,1997
2478,1998/03/28,1,06/19/2018,94,1977,Connecticut,Jordan,Hernandez,1998
2479,1995/08/26,5,08/22/2018,93,1971,Alabama,Daniel,Young,1995
2487,1986/03/10,2,07/14/2018,87,1983,Oklahoma,Megan,Sullivan,1986
2488,1979/11/12,20,04/03/2018,37,1973,New Hampshire,Erin,Mann,1979
2491,1993/04/18,9,09/07/2018,40,1979,Missouri,Caitlin,Smith,1993
2500,1996/12/15,12,04/28/2018,71,1993,Illinois,George,Thomas,1996
2508,1983/06/01,8,04/20/2018,90,1979,Arizona,Christian,Kelly,1983
2509,1981/11/23,4,01/11/2018,99,1972,Wyoming,David,Barker,1981
2513,1995/04/21,14,09/22/2018,86,1976,New Jersey,Joseph,Beltran DDS,1995
2522,1993/08/18,14,02/18/2018,30,1979,Wisconsin,Michael,Thomas,1993
2523,1986/02/03,15,12/15/2018,40,1976,Maryland,Marvin,Ward,1986
2531,1997/03/29,14,08/28/2018,85,1991,Nebraska,Michael,Hopkins,1997
2544,1994/03/26,11,10/25/2018,40,1972,Michigan,Monica,Cuevas,1994
2546,1997/04/02,15,12/02/2018,64,1994,South Carolina,Lisa,Wallace,1997
2557,1991/07/02,13,05/22/2018,80,1986,Maine,William,Martin,1991
2572,1995/03/06,7,10/03/2018,66,1973,Wyoming,Daniel,Johnson,1995
2573,1976/05/17,16,12/30/2018,68,1972,Alaska,Richard,Clarke,1976
2579,1990/07/01,8,04/03/2018,45,1972,South Carolina,Mrs.,Cassandra Scott MD,1990
2581,1981/07/09,18,12/03/2018,33,1979,Indiana,Mark,Nelson,1981
2590,1992/07/17,0,11/29/2018,94,1983,Oklahoma,Michael,Price,1992
2592,1982/03/12,5,11/03/2018,61,1981,Florida,Robin,Moses,1982
2595,1985/12/20,12,07/25/2018,88,1974,Indiana,Yvette,Higgins,1985
2602,1988/01/22,10,12/12/2018,84,1980,Nevada,Dana,Thompson,1988
2604,1995/05/27,17,10/15/2018,55,1971,Nevada,Brittany,Olsen,1995
2606,1984/12/07,19,12/01/2018,45,1978,Oregon,Jonathan,Thomas,1984
2607,1982/06/14,0,12/09/2018,35,1976,Missouri,Rachel,Smith,1982
2616,1992/07/22,4,01/22/2018,57,1970,Vermont,James,Thompson,1992
2631,1977/03/30,17,06/11/2018,30,1976,Wyoming,Lance,Watson,1977
2632,1989/07/16,10,05/07/2018,55,1970,California,Pamela,Brown,1989
2634,1996/06/06,7,04/01/2018,91,1986,Delaware,Brent,Shepard,1996
2641,1991/01/21,5,04/07/2018,54,1977,Oregon,Rachel,Lee,1991
2645,1991/08/08,4,02/02/2018,39,1990,Oregon,Ashley,Garcia,1991
2649,1991/06/12,2,12/08/2018,47,1982,Missouri,Eric,Elliott,1991
2654,1995/07/29,13,03/27/2018,74,1992,Oregon,Christian,Booth,1995
2656,1997/11/25,16,10/16/2018,80,1994,New York,Kimberly,Martin,1997
2659,1997/06/26,3,04/03/2018,70,1983,Maine,David,Parker,1997
2660,1996/06/24,19,12/01/2018,67,1995,Illinois,Grace,Solis,1996
2666,1984/10/18,6,10/24/2018,92,1978,North Carolina,Lindsay,Ford,1984
2672,1994/12/29,12,10/10/2018,48,1976,Florida,William,Dunn,1994
2674,1986/11/07,6,10/29/2018,84,1972,North Dakota,Joseph,Gonzalez,1986
2684,1993/01/08,6,09/28/2018,56,1980,Colorado,Shannon,Brennan,1993
2687,1992/09/06,18,07/29/2018,47,1982,Alabama,Sheila,Henderson,1992
2690,1975/08/07,7,07/27/2018,30,1973,Oregon,Charles,Mays,1975
2696,1997/01/22,1,01/23/2018,78,1991,New Mexico,Benjamin,Smith,1997
2700,1985/06/29,19,05/31/2018,47,1972,West Virginia,Johnny,Brown,1985
2702,1998/09/14,20,06/21/2018,77,1987,Maryland,Amanda,Wallace,1998
2712,1993/06/21,5,02/19/2018,99,1982,Indiana,Carlos,Shaw,1993
2713,1988/05/24,11,07/21/2018,90,1981,South Carolina,Michael,Wolf,1988
2714,1989/11/06,4,02/19/2018,60,1978,Kentucky,Adam,Ford,1989
2726,1981/11/28,13,09/23/2018,56,1980,North Carolina,Robert,Todd,1981
2731,1985/06/15,2,08/29/2018,64,1979,Oklahoma,Kayla,Parker,1985
2740,1994/01/01,10,08/21/2018,99,1982,Virginia,Paul,Escobar,1994
2745,1991/02/17,16,06/10/2018,30,1971,North Carolina,Juan,Fox,1991
2746,1996/03/06,17,06/08/2018,55,1979,North Dakota,Martha,Chase,1996
2752,1981/07/08,18,03/01/2018,95,1972,New Jersey,Christopher,Turner,1981
2753,1996/09/10,20,12/25/2018,93,1990,Nevada,Tara,Davis,1996
2755,1980/11/20,10,10/17/2018,71,1973,Michigan,Crystal,Schmidt MD,1980
2766,1998/10/25,8,09/08/2018,60,1978,Hawaii,Randall,Callahan,1998
2767,1980/09/11,8,08/22/2018,84,1976,Oregon,Alec,Hopkins,1980
2768,1987/01/28,5,12/09/2018,86,1978,Oklahoma,Bryan,Perez,1987
2773,1998/08/17,6,10/09/2018,90,1971,Massachusetts,Jesse,Shah,1998
2776,1995/12/13,12,10/02/2018,71,1979,North Carolina,Tamara,Foster,1995
2777,1996/09/27,7,11/05/2018,74,1987,Indiana,Francisco,Lopez,1996
2785,1988/07/27,2,03/01/2018,66,1973,Tennessee,Tamara,Nelson,1988
2788,1983/08/21,12,06/23/2018,49,1980,North Dakota,Daniel,Johnson,1983
2789,1995/05/19,5,09/21/2018,49,1983,Minnesota,Alyssa,Evans,1995
2791,1981/05/12,10,12/20/2018,41,1974,Montana,Hannah,Velazquez,1981
2793,1995/02/14,5,09/02/2018,97,1988,Ohio,Hannah,Palmer,1995
2797,1982/08/01,16,06/15/2018,72,1981,Michigan,Charles,White,1982
2802,1986/06/27,6,01/18/2018,37,1978,Rhode Island,Kurt,Snow,1986
2805,1986/05/18,3,10/24/2018,30,1980,Rhode Island,Jasmine,Martinez,1986
2817,1990/01/26,14,01/23/2018,39,1980,Arizona,Mrs.,Carla Johnson,1990
2822,1994/10/24,17,03/20/2018,38,1978,Oklahoma,Madison,Smith,1994
2840,1988/07/18,4,01/02/2019,94,1984,Arizona,Amanda,Shaw,1988
2842,1995/10/31,4,02/23/2018,37,1973,Kansas,Samantha,Hunter,1995
2843,1973/09/10,5,01/26/2018,55,1972,California,Jamie,Salinas,1973
2847,1973/08/10,5,05/13/2018,64,1972,Alabama,Andrea,Warren,1973
2853,1991/05/05,11,09/14/2018,34,1980,New Mexico,Shane,Lane,1991
2854,1998/03/17,17,10/29/2018,66,1996,Oklahoma,Sheila,Rios,1998
2859,1996/11/24,12,05/21/2018,42,1985,California,Manuel,Dudley,1996
2863,1989/07/04,4,02/07/2018,52,1976,Massachusetts,April,Kennedy PhD,1989
2883,1986/01/15,17,10/29/2018,80,1971,Vermont,Adam,Johnson,1986
2884,1995/07/13,11,05/09/2018,52,1976,Alabama,Daniel,Garcia,1995
2890,1994/03/23,15,12/30/2018,86,1989,North Carolina,Kevin,Brooks,1994
2897,1989/10/31,10,06/06/2018,73,1978,Arkansas,Robin,Livingston,1989
2898,1984/01/28,9,04/06/2018,95,1972,Pennsylvania,Rebecca,Love,1984
2901,1992/12/22,14,05/21/2018,66,1987,Vermont,Brenda,Anderson,1992
2913,1978/05/05,9,06/22/2018,84,1973,New York,Robert,Bartlett,1978
2915,1981/10/05,1,09/21/2018,36,1980,Vermont,Sharon,Potter,1981
2916,1985/07/23,15,07/17/2018,56,1984,Iowa,Alexandra,Porter,1985
2917,1978/12/04,4,04/20/2018,68,1974,Iowa,Michael,Hendrix,1978
2918,1996/03/04,20,03/09/2018,30,1970,Hawaii,Jessica,Schmidt,1996
2922,1982/01/03,3,12/21/2018,67,1981,North Dakota,Richard,Jones,1982
2923,1998/08/14,11,09/27/2018,64,1983,Idaho,Lance,Richards,1998
2931,1981/04/16,12,01/22/2018,81,1980,Minnesota,Chad,Newman,1981
2936,1989/06/20,3,12/01/2018,53,1987,Indiana,Natalie,Owens,1989
2945,1989/06/05,9,05/11/2018,49,1979,Nevada,Raymond,Myers,1989
2949,1996/10/07,17,11/13/2018,63,1974,Delaware,Alicia,Johnson,1996
2952,1992/05/27,20,12/06/2018,64,1972,Louisiana,Linda,Patterson,1992
2956,1998/10/14,6,05/28/2018,95,1979,Wyoming,Tiffany,Martin,1998
2957,1979/09/25,7,12/27/2018,76,1976,Missouri,Jason,Brown,1979
2962,1993/08/08,5,10/09/2018,95,1988,South Dakota,Brandi,Decker,1993
2966,1992/08/26,2,03/31/2018,62,1973,New Mexico,John,Hanson,1992
2976,1990/10/11,4,06/21/2018,33,1982,New York,Nathan,Patrick,1990
2990,1993/07/23,8,09/07/2018,41,1990,Wisconsin,Edward,Walls,1993
2994,1997/08/06,8,09/22/2018,56,1980,Maryland,Heidi,Jennings,1997
2995,1972/06/13,5,07/13/2018,60,1971,Oregon,Charles,Calderon,1972
2996,1985/04/28,16,12/15/2018,64,1975,Michigan,Alexis,Davis,1985
3000,1987/09/22,3,10/08/2018,51,1985,Kansas,Angela,Henry,1987
3002,1987/06/23,13,10/18/2018,41,1976,New Mexico,Alisha,Strickland,1987
3005,1993/05/06,20,02/01/2018,46,1990,Wyoming,Kevin,Mcpherson,1993
3006,1995/04/26,14,12/24/2018,81,1974,Illinois,Brian,Nichols,1995
3007,1991/07/31,0,02/15/2018,85,1975,South Dakota,Stephanie,Acosta MD,1991
3015,1993/03/25,10,04/30/2018,76,1982,North Carolina,Erica,Simpson,1993
3020,1972/09/17,18,05/28/2018,87,1971,Arkansas,Megan,Walton,1972
3021,1989/09/02,8,02/17/2018,57,1980,Florida,Justin,Waller,1989
3023,1991/03/06,14,06/29/2018,96,1981,Idaho,Francisco,Harris,1991
3025,1975/04/13,9,09/02/2018,89,1974,Ohio,Jennifer,Nelson,1975
3034,1988/12/19,14,03/05/2018,56,1984,Montana,Michael,Shelton,1988
3040,1992/09/08,13,04/26/2018,38,1979,Pennsylvania,Austin,Martinez,1992
3049,1996/10/28,19,09/09/2018,64,1973,Montana,Joy,Alexander,1996
3052,1996/08/21,15,02/25/2018,81,1977,Massachusetts,Jesse,Baker,1996
3055,1982/02/12,7,05/30/2018,35,1978,North Carolina,Christopher,Smith,1982
3057,1989/08/27,0,02/09/2018,90,1985,New Hampshire,Aaron,West,1989
3062,1994/09/06,5,08/11/2018,90,1981,Utah,Anthony,Cooper,1994
3067,1996/08/08,16,12/20/2018,47,1995,Mississippi,William,Coleman,1996
3068,1990/11/01,7,04/27/2018,76,1974,Hawaii,James,Castillo,1990
3072,1975/05/20,10,08/08/2018,43,1974,Delaware,Gail,Rodriguez,1975
3083,1971/01/16,3,11/05/2018,83,1970,Hawaii,Jared,Wilson Jr.,1971
3085,1991/09/15,9,09/16/2018,78,1980,Virginia,Barbara,Thomas,1991
3096,1998/01/12,0,12/20/2018,32,1974,Wisconsin,Ashley,Thomas,1998
3099,1991/05/15,11,10/27/2018,82,1985,Oklahoma,David,Jones,1991
3102,1993/08/19,3,03/06/2018,84,1985,Nevada,David,Estrada,1993
3105,1998/09/07,20,01/21/2018,30,1970,Florida,Amanda,Campbell,1998
3108,1992/02/19,9,11/25/2018,89,1974,Arkansas,Jacob,Vega DDS,1992
3109,1979/05/11,10,12/02/2018,46,1976,Iowa,Michael,Villa,1979
3127,1980/11/05,5,05/26/2018,35,1976,Alabama,Stephanie,Wilson,1980
3135,1993/03/26,11,01/26/2018,91,1982,Tennessee,Teresa,Nguyen,1993
3136,1994/01/08,1,11/28/2018,97,1982,Montana,Corey,Hill,1994
3140,1995/07/13,20,06/18/2018,64,1973,Alabama,Isaac,Howell,1995
3141,1978/12/15,8,08/05/2018,60,1975,Kansas,Shannon,Garcia,1978
3142,1987/09/17,3,07/05/2018,72,1985,New York,Lindsay,Sosa,1987
3143,1995/10/06,5,01/05/2019,31,1975,Montana,Catherine,Welch,1995
3145,1981/11/04,0,12/09/2018,55,1971,Illinois,Stephanie,Krause,1981
3151,1979/07/11,4,05/09/2018,40,1977,California,Michael,Jones,1979
3153,1991/04/23,1,09/29/2018,70,1984,Maryland,Cassandra,Weber,1991
3155,1998/09/08,20,12/23/2018,70,1989,Mississippi,Courtney,Douglas,1998
3156,1996/02/06,5,10/05/2018,39,1975,Kansas,Terry,Hanna,1996
3158,1993/03/10,3,03/01/2018,98,1979,Maryland,Mitchell,Sanchez,1993
3160,1997/06/22,6,02/17/2018,31,1991,Wisconsin,Donald,Harris,1997
3162,1993/10/16,13,12/09/2018,57,1984,New Mexico,Jesus,Smith,1993
3165,1989/03/26,2,04/06/2018,61,1988,Idaho,Terry,Freeman,1989
3167,1979/05/22,6,09/04/2018,89,1978,Wisconsin,Traci,Silva,1979
3169,1990/07/31,20,04/24/2018,98,1978,Illinois,Anita,Chavez,1990
3172,1984/06/11,18,08/19/2018,57,1976,Pennsylvania,Robert,Fowler,1984
3173,1992/08/17,0,08/02/2018,96,1986,Maine,Sabrina,Adams,1992
3178,1983/04/25,11,02/23/2018,94,1982,California,Donna,Hunter,1983
3181,1990/11/01,13,12/16/2018,88,1971,Connecticut,Paul,Gross,1990
3195,1997/11/30,0,04/24/2018,42,1979,Illinois,Stephanie,Mcguire,1997
3198,1998/10/03,16,08/19/2018,37,1996,Texas,Dr.,Bianca Prince PhD,1998
3201,1985/08/10,19,12/17/2018,70,1975,Texas,Kathy,Grimes,1985
3202,1997/10/29,10,04/04/2018,34,1995,New Mexico,Ashley,Monroe,1997
3214,1994/08/27,13,08/13/2018,69,1992,Arizona,James,Farrell,1994
3224,1995/11/16,10,01/19/2018,31,1986,Mississippi,Shelley,Huang,1995
3227,1979/11/30,5,05/07/2018,71,1975,Missouri,Elizabeth,Bush,1979
3229,1986/05/17,15,05/14/2018,36,1974,New Hampshire,Cameron,Noble,1986
3231,1993/11/20,8,08/19/2018,47,1977,Mississippi,Susan,Kennedy,1993
3235,1995/06/10,15,12/09/2018,64,1978,North Carolina,Lisa,Hunter,1995
3244,1996/06/12,15,07/14/2018,86,1992,Rhode Island,William,Mullins,1996
3245,1978/07/06,10,09/07/2018,95,1971,Tennessee,Lindsay,Miller,1978
3247,1998/07/09,2,09/13/2018,71,1981,Nebraska,Yvonne,Rodriguez,1998
3248,1989/02/01,8,08/15/2018,81,1974,Utah,Morgan,Carter,1989
3263,1977/11/18,17,04/08/2018,32,1974,Minnesota,Karen,Singh,1977
3274,1984/11/08,5,02/03/2018,61,1979,Connecticut,Andrew,Smith,1984
3277,1985/11/01,8,06/20/2018,35,1984,North Carolina,Joseph,Miller,1985
3278,1996/05/30,2,09/07/2018,84,1984,North Carolina,Jennifer,Solomon,1996
3291,1996/11/28,12,06/14/2018,64,1990,South Carolina,Darlene,Alvarez,1996
